cve_id,published,cvss_version,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability,products,n_products
CVE-2019-25603,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25604,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25605,2026-03-22,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2019-25606,2026-03-22,3.1,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,,0
CVE-2019-25607,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25608,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25609,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25610,2026-03-22,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2019-25611,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25612,2026-03-22,3.1,7.8,HIGH,LOCAL,LOW,NONE,REQUIRED,1.8,,0
CVE-2019-25613,2026-03-22,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,echatserver:easy_chat_server,1
CVE-2019-25614,2026-03-22,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,freefloat:freefloat_ftp_server,1
CVE-2019-25615,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25616,2026-03-22,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25617,2026-03-22,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25618,2026-03-22,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2019-25619,2026-03-22,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,ftpshell:ftpshell_server,1
CVE-2026-4546,2026-03-22,3.1,7.0,HIGH,LOCAL,HIGH,LOW,NONE,1.0,flos-freeware:notepad2,1
CVE-2026-4547,2026-03-22,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4548,2026-03-22,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4549,2026-03-22,3.1,3.1,LOW,NETWORK,HIGH,LOW,NONE,1.6,,0
CVE-2026-4550,2026-03-22,3.1,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-4551,2026-03-22,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f453_firmware,1
CVE-2026-4552,2026-03-22,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f453_firmware,1
CVE-2026-4553,2026-03-22,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:f453_firmware,1
CVE-2026-33292,2026-03-22,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33293,2026-03-22,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33294,2026-03-22,3.1,5.0,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,wwbn:avideo,1
CVE-2026-33295,2026-03-22,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,wwbn:avideo,1
CVE-2026-33296,2026-03-22,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,wwbn:avideo,1
CVE-2026-33319,2026-03-22,3.1,5.9,MEDIUM,NETWORK,HIGH,HIGH,NONE,0.7,wwbn:avideo,1
CVE-2026-4554,2026-03-22,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,tenda:f453_firmware,1
CVE-2026-4555,2026-03-22,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,dlink:dir-513_firmware,1
CVE-2026-4557,2026-03-22,3.1,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-4558,2026-03-22,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,linksys:mr9600_firmware,1
CVE-2026-2580,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4562,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4563,2026-03-23,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4564,2026-03-23,3.1,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-4565,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,tenda:ac21_firmware,1
CVE-2026-4566,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,belkin:f9k1122_firmware,1
CVE-2026-4567,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,tenda:a15_firmware,1
CVE-2026-4568,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2026-4569,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2025-10736,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4570,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2026-4571,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2026-4572,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,ahsanriaz26gmailcom:sales_and_inventory_system,1
CVE-2025-10679,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2025-10731,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2025-10734,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-1969,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4573,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4574,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4575,2026-03-23,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-4576,2026-03-23,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-4598,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,kjur:jsrsasign,1
CVE-2026-4599,2026-03-23,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,kjur:jsrsasign,1
CVE-2026-4600,2026-03-23,3.1,7.4,HIGH,NETWORK,HIGH,NONE,NONE,2.2,kjur:jsrsasign,1
CVE-2026-4601,2026-03-23,3.1,8.7,HIGH,NETWORK,HIGH,NONE,NONE,2.2,kjur:jsrsasign,1
CVE-2026-4602,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,kjur:jsrsasign,1
CVE-2026-4603,2026-03-23,3.1,5.9,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,kjur:jsrsasign,1
CVE-2025-13997,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2025-6229,2026-03-23,3.1,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,3.1,,0
CVE-2026-23554,2026-03-23,3.1,7.8,HIGH,LOCAL,HIGH,LOW,NONE,1.1,xen:xen,1
CVE-2026-23555,2026-03-23,3.1,7.1,HIGH,LOCAL,LOW,NONE,NONE,2.5,xen:xen,1
CVE-2026-4577,2026-03-23,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-3587,2026-03-23,3.1,10.0,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4578,2026-03-23,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2026-4579,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,code-projects:simple_laundry_system,1
CVE-2026-4580,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,code-projects:simple_laundry_system,1
CVE-2026-4628,2026-03-23,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,redhat:build_of_keycloak,1
CVE-2026-4581,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,code-projects:simple_laundry_system,1
CVE-2026-4582,2026-03-23,3.1,5.0,MEDIUM,ADJACENT,HIGH,NONE,NONE,1.6,,0
CVE-2026-28809,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,arekinath:esaml|dropbox:esaml|handnot2:esaml|jump-app:esaml,4
CVE-2026-4583,2026-03-23,3.1,5.0,MEDIUM,ADJACENT,HIGH,NONE,NONE,1.6,,0
CVE-2026-4633,2026-03-23,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,redhat:build_of_keycloak,1
CVE-2026-31846,2026-03-23,3.1,6.5,MEDIUM,ADJACENT,LOW,NONE,NONE,2.8,,0
CVE-2026-32968,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-32969,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4584,2026-03-23,3.1,3.1,LOW,ADJACENT,HIGH,NONE,NONE,1.6,,0
CVE-2026-4585,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-31847,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,nexxtsolutions:nebula300plus_firmware,1
CVE-2026-31848,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,nexxtsolutions:nebula300plus_firmware,1
CVE-2026-31849,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,nexxtsolutions:nebula300plus_firmware,1
CVE-2026-31850,2026-03-23,3.1,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,nexxtsolutions:nebula300plus_firmware,1
CVE-2026-31851,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,nexxtsolutions:nebula300plus_firmware,1
CVE-2026-4586,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4587,2026-03-23,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-4588,2026-03-23,3.1,3.7,LOW,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2019-25620,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,pixarra:tree_studio,1
CVE-2019-25621,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,pixarra:pixel_studio,1
CVE-2019-25622,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,pixarra:paint_studio,1
CVE-2019-25623,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,pixarra:luminance_studio,1
CVE-2019-25624,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,pixarra:liquid_studio,1
CVE-2019-25625,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,pixarra:blob_studio,1
CVE-2026-33297,2026-03-23,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33351,2026-03-23,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33352,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-3635,2026-03-23,3.1,6.1,MEDIUM,ADJACENT,HIGH,NONE,NONE,1.6,fastify:fastify,1
CVE-2026-4589,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4647,2026-03-23,3.1,6.1,MEDIUM,LOCAL,LOW,NONE,REQUIRED,1.8,gnu:binutils|redhat:openshift_container_platform|redhat:enterprise_linux,3
CVE-2026-33354,2026-03-23,3.1,7.6,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33478,2026-03-23,3.1,10.0,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33479,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,wwbn:avideo,1
CVE-2026-33480,2026-03-23,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33482,2026-03-23,3.1,8.1,HIGH,NETWORK,HIGH,NONE,NONE,2.2,wwbn:avideo,1
CVE-2026-33483,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33485,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-4404,2026-03-23,3.1,9.4,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-4590,2026-03-23,3.1,3.1,LOW,NETWORK,HIGH,NONE,REQUIRED,1.6,,0
CVE-2024-51222,2026-03-23,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,phpgurukul:vehicle_record_management_system,1
CVE-2024-51223,2026-03-23,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,phpgurukul:vehicle_record_management_system,1
CVE-2024-51224,2026-03-23,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,phpgurukul:vehicle_record_management_system,1
CVE-2024-51225,2026-03-23,3.1,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,1.7,phpgurukul:vehicle_record_management_system,1
CVE-2024-51226,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,phpgurukul:vehicle_record_management_system,1
CVE-2026-32845,2026-03-23,3.1,8.4,HIGH,LOCAL,LOW,NONE,NONE,2.5,,0
CVE-2026-33488,2026-03-23,3.1,7.4,HIGH,NETWORK,HIGH,NONE,NONE,2.2,wwbn:avideo,1
CVE-2026-33492,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,LOW,REQUIRED,2.1,wwbn:avideo,1
CVE-2026-33493,2026-03-23,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-4591,2026-03-23,3.1,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-4592,2026-03-23,3.1,5.6,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,,0
CVE-2026-24516,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-26828,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-26829,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-30006,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,xnview:nconvert,1
CVE-2026-30007,2026-03-23,3.1,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,xnview:nconvert,1
CVE-2026-33499,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,wwbn:avideo,1
CVE-2026-33500,2026-03-23,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,wwbn:avideo,1
CVE-2026-33501,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33502,2026-03-23,3.1,9.3,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33507,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,wwbn:avideo,1
CVE-2026-4593,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2025-15517,2026-03-23,3.1,8.1,HIGH,ADJACENT,LOW,NONE,NONE,2.8,tp-link:archer_nx600_firmware|tp-link:archer_nx500_firmware|tp-link:archer_nx210_firmware|tp-link:archer_nx200_firmware,4
CVE-2025-15518,2026-03-23,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,tp-link:archer_nx600_firmware|tp-link:archer_nx500_firmware|tp-link:archer_nx210_firmware|tp-link:archer_nx200_firmware,4
CVE-2025-15519,2026-03-23,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,tp-link:archer_nx600_firmware|tp-link:archer_nx500_firmware|tp-link:archer_nx210_firmware|tp-link:archer_nx200_firmware,4
CVE-2025-15605,2026-03-23,3.1,7.3,HIGH,ADJACENT,LOW,LOW,NONE,2.1,tp-link:archer_nx600_firmware|tp-link:archer_nx500_firmware|tp-link:archer_nx210_firmware|tp-link:archer_nx200_firmware,4
CVE-2026-4594,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2025-15606,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,tp-link:td-w8961nd_firmware,1
CVE-2026-25075,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-26209,2026-03-23,3.0,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,agronholm:cbor2,1
CVE-2026-33512,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33513,2026-03-23,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33647,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33648,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33649,2026-03-23,3.1,8.1,HIGH,NETWORK,LOW,NONE,REQUIRED,2.8,wwbn:avideo,1
CVE-2026-33650,2026-03-23,3.1,7.6,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33651,2026-03-23,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33681,2026-03-23,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,wwbn:avideo,1
CVE-2026-33683,2026-03-23,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,wwbn:avideo,1
CVE-2026-33685,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33688,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33690,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33716,2026-03-23,3.1,9.4,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33717,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-33719,2026-03-23,3.1,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,wwbn:avideo,1
CVE-2026-33723,2026-03-23,3.1,7.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,wwbn:avideo,1
CVE-2026-4595,2026-03-23,3.1,2.4,LOW,NETWORK,LOW,HIGH,REQUIRED,0.9,,0
CVE-2024-46878,2026-03-23,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,tiki:tiki,1
CVE-2024-46879,2026-03-23,3.1,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.3,tiki:tiki,1
CVE-2025-52204,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,,0
CVE-2026-27131,2026-03-23,3.1,5.5,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,,0
CVE-2026-2298,2026-03-23,3.1,9.4,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-30849,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,mantisbt:mantisbt,1
CVE-2026-30886,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,newapi:new_api,1
CVE-2026-32850,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,mailenable:mailenable,1
CVE-2026-32851,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,mailenable:mailenable,1
CVE-2026-32852,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,mailenable:mailenable,1
CVE-2026-32879,2026-03-23,3.1,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,newapi:new_api,1
CVE-2026-33517,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,mantisbt:mantisbt,1
CVE-2026-33548,2026-03-23,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,mantisbt:mantisbt,1
CVE-2026-4596,2026-03-23,3.1,3.5,LOW,NETWORK,LOW,LOW,REQUIRED,2.1,projectworlds:online_lawyer_management_system,1
CVE-2026-23480,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,blinko:blinko,1
CVE-2026-23481,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,blinko:blinko,1
CVE-2026-23482,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,blinko:blinko,1
CVE-2026-23483,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,blinko:blinko,1
CVE-2026-23484,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,blinko:blinko,1
CVE-2026-23485,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,blinko:blinko,1
CVE-2026-23486,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,blinko:blinko,1
CVE-2026-23487,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,blinko:blinko,1
CVE-2026-23488,2026-03-23,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,blinko:blinko,1
CVE-2026-23882,2026-03-23,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,blinko:blinko,1
CVE-2026-3055,2026-03-23,3.1,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,citrix:netscaler_application_delivery_controller|citrix:netscaler_gateway,2
CVE-2026-4597,2026-03-23,3.1,6.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2025-60946,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,csprousers:csweb,1
CVE-2025-60947,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,csprousers:csweb,1
CVE-2025-60948,2026-03-23,3.1,4.6,MEDIUM,NETWORK,LOW,LOW,REQUIRED,2.1,csprousers:csweb,1
CVE-2025-60949,2026-03-23,3.1,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,csprousers:csweb,1
CVE-2026-1940,2026-03-23,3.1,5.1,MEDIUM,LOCAL,LOW,NONE,NONE,2.5,freedesktop:gst-plugins-good|gstreamer:gstreamer|debian:debian_linux|redhat:enterprise_linux,4
CVE-2026-27183,2026-03-23,3.1,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,openclaw:openclaw,1
CVE-2026-27646,2026-03-23,3.1,6.1,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,openclaw:openclaw,1
CVE-2026-29111,2026-03-23,3.1,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,systemd_project:systemd,1
CVE-2026-32276,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,opensource-workshop:connect-cms,1
CVE-2026-32277,2026-03-23,3.1,8.7,HIGH,NETWORK,LOW,LOW,REQUIRED,2.3,opensource-workshop:connect-cms,1
CVE-2026-32278,2026-03-23,3.1,8.2,HIGH,NETWORK,HIGH,NONE,REQUIRED,1.6,opensource-workshop:connect-cms,1
CVE-2026-32279,2026-03-23,3.1,6.8,MEDIUM,NETWORK,LOW,HIGH,NONE,2.3,opensource-workshop:connect-cms,1
CVE-2026-32299,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,opensource-workshop:connect-cms,1
CVE-2026-32300,2026-03-23,3.1,8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,opensource-workshop:connect-cms,1
CVE-2026-32913,2026-03-23,3.1,9.3,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,openclaw:openclaw,1
CVE-2026-33634,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,aquasec:setup-trivy|aquasec:trivy|aquasec:trivy_action|litellm:litellm|telnyx:telnyx,5
CVE-2026-4611,2026-03-23,3.1,7.2,HIGH,NETWORK,LOW,HIGH,NONE,1.2,totolink:x6000r_firmware,1
CVE-2026-4612,2026-03-23,3.1,7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-2412,2026-03-23,3.1,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-33046,2026-03-23,3.1,8.8,HIGH,NETWORK,LOW,LOW,NONE,2.8,cern:indico,1
CVE-2026-3225,2026-03-23,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4066,2026-03-23,3.1,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,2.8,,0
CVE-2026-4306,2026-03-23,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,,0
CVE-2026-33169,2026-03-24,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,rubyonrails:rails,1
CVE-2026-33170,2026-03-24,3.1,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,2.8,rubyonrails:rails,1
CVE-2026-33173,2026-03-24,3.1,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,rubyonrails:rails,1
CVE-2026-33174,2026-03-24,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,rubyonrails:rails,1
CVE-2026-33176,2026-03-24,3.1,7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,rubyonrails:rails,1
